Comments,HateSpeech
"সময় যেখানে সিমীত, ভাগ্য সেখানে দূর্বল!",0
"আমি ভয়ংকর খারাপ মানুষ, সন্দেহ করি মানুষের ভালোবাসা.",0
উপন্যাসের শেষ পাতায় আমি ঠিকই ছিলাম তবে পূর্ণতা ছিলো বাস্তবতাকে ঘিরে! আর মন জুড়ে ছিলো অন্য এক সুহাসিনী!,0
সময় আমাদের জীবনের কোনো কিছু নষ্ট করে না! শুধু শিখিয়ে দিয়ে যায় বাস্তবতা কি!,0
সরল হয়ে ঠকে যাও তবুও স্বার্থপর হতে যেও না,0
"সৌন্দর্য খুঁজে কি লাভ, নিজের ছায়া টাই তো কালো",0
খুব সুন্দর গান করো তুমি। সুন্দর কোয়ালাইটি। পরিষ্কার উচ্চারণ। সুন্দর গায়োকী। খুব ভালো লাগলো মামনি। অনেক বড়ো শিল্পী হও। যার গান গাইলে তেনার মত বড়ো।,0
"অসাধারণ গানের ভঙ্গিমা এবং সু-মধুর কন্ঠ, মিষ্টি মধুর হাঁসি সত্যিই অসাধারণ প্রতিভা। ",0
"বাহ্! কি অপূর্ব! বারবার শুনেও যেন মন ভরে না। আবার শুনতে ইচ্ছে করছে। তুমি অনেক বড় শিল্পী হও, ভগবানের কাছে এই প্রার্থনা করি। তোমার সুমধুর কণ্ঠে আরও গান শুনতে চাই।",0
বহুপরিচিত গান গায়কীর অসামান্য অভিনবত্বের মিষ্টি মুন্সিয়ানায় হৃদয়স্পর্শী হয়ে উঠেছে। প্রতি বারের মতোই এবার ও একটা মুগ্ধতার আবেশ তৈরি হল। অনেক অনেক শ্রদ্ধা ও শুভেচ্ছা।,0
"প্রতিটি মুহূর্ত খুব ভালো লাগছে আপনার এই সুন্দর সুন্দর গান গুলো সুন্দর ও কোকিল কণ্ঠে শ্রবণ করে। খুব খুব ভালো লাগছে, ভালো থাকবেন আমার ছোট বোন টি।",0
"অপূর্ব, অসাধারণ! কোন কিছু বলেই হয়তো মন ভরবে না, গানটা শুনে যে ভাবে মন ভরে গেল বরং বলা ভালো আষাঢ়ের এই বৃষ্টি ধারার মতো সুরের ধারায় মন প্রাণ সিক্ত হয়ে গেলো। ঈশ্বর তোমাকে রূপ, রস, গন্ধ, ঐশ্বর্য, মাধুর্য ঢেলে দিয়েছেন ঈশ্বরের এ করুণার জয় হোক! তোমার সুরের আলোক বিভায় দশদিক আলোকিত হোক, আমোদিত হোক!",0
"অসাধারণ গায়কী। কি মিষ্টি গলা তোমার! খুব অল্প দিন তোমার গান শুনছি কিন্তু এই সময়ের মধ্যে তোমার গান আমার অন্তর স্পর্শ করেছে। পুরনো দিনের গান তুমি কি অবলীলায় গাও, যেমনি তোমার সুর তেমনি বাচনভঙ্গি। হৃদয়ে দোলা দিয়ে যায়। এই বয়সেই তুমি আমাদের মত সঙ্গীত প্রিয় মানুষের মন জয় করেছ তোমার মিষ্টি সুরের মূর্ছনায়। অনেক বড় শিল্পী তুমি। তোমার জন্য অনেক অনেক শুভেচ্ছা রইলো।",0
"বেশি কিছু বলার ভাষা নেই। এক কথায় গলায় মা সরস্বতীর বাস। প্রতিটি গানই মন্ত্র মুগ্ধ হয়ে শুনি। আবার শুনি, আবার শুনি, বার বার শুনেও স্বাদ মেটে না। এমনিই করে আমাদেরকে মুগ্ধ করো সুস্থ থেকো ভালো থেকো।  আশীর্বাদ ও শুভেচ্ছা নিও।",0
"মধুর সংগীত সবসময় মনে দোল দেয় না, তবে মাঝে মাঝে সময়ের সাথে মিলে যায়। গানটি যেমন শোনার ছিলো তেমনি দেখার ও ছিলো।",0
শ্রদ্ধেয় শিল্পীর জন্মদিনে তাঁর কন্ঠের গান অসাধারণভাবে তুমি পরিবেশন করে সবাইকে অবাক করে দিলে। অপূর্ব শ্রদ্ধার্ঘ্য নিবেদন। সবাইকে মুগ্ধ করে দিয়েছ। প্রার্থনা করি দিকে দিকে অদিতি নাম ছড়িয়ে পড়ুক। খুব ভালো ও সাবধানে থেকো। পারলে মাঝে মধ্যে ভক্তিমূলক সংগীত শোনাতে চেষ্টা কোরো। মায়ের আশীর্বাদ সবসময় তোমার সঙ্গে আছে। জয় মা,0
"অদিতি, তোমার গান সত্যি অনবদ্য। আমি মুগ্ধ হয়ে শুনি। পুরোনো গানগুলো তোমার কন্ঠে সত্যি হৃদয় কাড়ে।ফিরে যাই অতীতে। ভালো থেকো সবসময়।",0
"তোমার গান শুনতে আমার ভীষণ ভালো লাগে, তোমার গলার ভয়েসটা ভীষণ সুন্দর, আমি প্রত্যেকবার অপেক্ষা করে থাকি কবে তুমি আবার নতুন গান আপলোড করবে",0
বেশ ভালো লাগলো তোমার কণ্ঠে গানটি শুনতে। গানটি পরিবেশন করার ভঙ্গিমাটা দারুণ লেগেছে। ঈশ্বরের কাছে প্রার্থণা করি তুমি অনেক দূর পর্যন্ত এগিয়ে যাও।,0
"কেউ পারেনি এসব মহামূল্যবান গান গুলো এমন করে, লতাজ্বীর কিংবা শ্রেয়াজ্বীর মত করে গাইতে! আপনি পারলেন। মুগ্ধতায় ভরিয়ে দিলেন। এতটা মুগ্ধতার স্বাদ বহুদিন পাইনি। আপনাকে আন্তরিক আশীর্বাদ জানাচ্ছি। আগামীকাল আপনার জন্য নিয়ে আসছে এক দারুণ সূর্যোদয়। আন্তরিক শুভকামনা।",0
অসাধারণ আপনার গান সঙ্গে অঙ্গভঙ্গী যেমন সুন্দর কন্ঠ তেমন সুন্দর হাসি সব মিলিয়ে অপুর্ব। অপেক্ষায় রইলাম আবারও নতুন কোনো গানের জন্য।,0
"ম‍্যাডাম আপনা গলার গান এতো সুমধুর বলে বোঝাতে পারবো না, আমার অসাধালন লাগে, প্রতিদিন আপনার গান না শুনলে, কোনো গানই শুনি নি মনে হয়, আপনি যেই গান গান না কেনো আমার ভীষন ভাশো লাগে, ভগবানের কাছে প্রার্থনা করি আপনার সংগীত জীবন ভীষন ভালো হয়।",0
"অসাধারণ গায়কী, তোমার গানের কি প্রশংসা করব, এতটুকু বলতে পারি তোমার গান শোনার পর মন টা ভালো হয়ে যায়  শুভ কামনা রইল.",0
"অসাধারণ ভাবনা ও নিবেদন, শুনেছ, শুনেছি, ধন্য ওগো দিদি ধন্য, তোমারই এমন ই গানের জন্য। সংশ্লিষ্ট সম্মানিত সকলের জন্য হৃদয় নিংড়ানো ভালোবাসা, শুভেচ্ছান্তে অভিনন্দন ও শুভ কামনা রইলো অফুরন্ত",0
"প্রশংসার ভাষা হারিয়ে যাচ্ছে ক্রমশ:! অস্বাভাবিক প্রতিভা ছাড়া এভাবে গাওয়া অসম্ভব! মূল গানের প্রতি সম্পূর্ণ সুবিচার করে স্বকীয়তার এইরকম প্রকাশ, সত্যিই ভাবা যায় না!",0
"সত্যি বলতে গান গুলো এখন বিলুপ্ত প্রায়, তবে নতুন জেনারেশনদের জন্য আবার নতুন করে ভালোবাসা তৈরি হচ্ছে এই গান এর প্রতি, আমার তো দারুন লাগে এমন বন্ধুদের আড্ডায় মিলিত গান, অনেক সুন্দর হয়েছে এগিয়ে জান প্রত্যেকে, অনেক ভালোবাসা সবাইকে",0
এই বয়সে এত সুন্দর গান গেয়েছে কিছু বলার নেই। এগিয়ে যাও। অনেক অনেক শুভেচ্ছা আর শুভকামনা রইল আগামী দিনের জন্য।,0
"অসাধারন, অপূর্ব, তুমি অনেক বড়ো হও আশীর্বাদ করি! ",0
মন প্রাণ ছুঁয়ে গেলোছোট্ট মেয়েটির মধুর কণ্ঠে গাওয়ারবীন্দ্র সঙ্গিত টি শুনে।,0
"দারুন দারুন, হাসতে হাসতে পেট ব্যথা হয়ে গেলো ",0
"১৪:৫৯ মিনিট সম্পুর্ন দেখলাম এবং শুনলাম, মন শান্ত হয়ে গেছে, ফোক মিউজিক এর প্রতি আমার আসক্তি ",0
৫ মিনিটের গান একবারে পর আর শুনতে মন চাই না। অথচ ১৫ মিনিটের এই গান এক সাথে তিন বার শুনছি। আবার শুনতে মন চাইতেছে। খুব ভালো লাগলো। আপনাদের রুচির প্রতি সম্মান জানাই,0
"এটা শুনার পর যে শান্তিটা পাইলাম, তা ভাষায় প্রকাশ করা কঠিন,",0
আমি পরিয়াছি তাহাদের মধুময় ওই কণ্ঠ স্বরের মায়ায়! আমায় বলো হে বঙ্গ মাতা এই মায়াবী সুর আর পাবো কোথায়?,0
অসাধারণ যুগলবন্দী চমৎকার পরিবেশনা। এই গান গুলো হারিয়ে যাচ্ছে।এই নতুন প্রজন্ম পারবে এই ঐতিহ্য ধরে রাখতে। অনেক ধন্যবাদ ও শুভকামনা তোমাদের জন্য।,0
অনেক অনেক সুন্দর হয়েছে গানটা গানটা আমার হৃদয়ে রেখে গেছে আরো ভালো গান যাতে গাইতে পারেন সে দোয়া করি দোয়া করি আরো বড় হন,0
"কিছু সময়ের জন্য সেই স্কুল জীবনে চলে গিয়েছিলাম। আহা, কি দিন ছিলো, সময় কত দ্রুত চলে যায়অসাধারণ",0
অসম্ভব সুন্দর সুন্দর গান গেয়েছেন জনপ্রিয় জনপ্রিয় গান প্রত্যেকটা গান ই মন ছুঁয়ে গেল অসাধারণ ,0
"আহা কি অসাধারণ গায়কী আমার মিষ্টি মেয়ের! আজ রাতে শান্তিতে ঘুমাবো! আমার মেয়ে সেরা, অনবদ্য. আমার মেলোডি ক্যুইন!",0
"বোন, সারা পৃথিবী জুঁড়ে যখন কঠিন দূর্যোগ মুহূর্ত তখন তুমি. অসাধারন কালজয়ী এই গান গুলি. মিষ্টি গলায় গেয়ে সবাইকে বিনোদন ও আর্তবিশ্বাসি করে তুলছো. সত্যিই অতুলনীয়। ভালো থেকো। অনেক অনেক শুভ কামনা।",0
"তোমাকে বার বার মুগ্ধ হয়ে শুনি! এতো সাবলীল ভঙ্গিতে তুমি গান করো, মনে হয় সুর গুলো আপনাআপনি তোমার ভেতর থেকে বেড়িয়ে আসে। ভিষণ মিষ্টি লাগে তোমায়। তুমি অনেক উঁচু মাপের শিল্পী হবে আর তোমার নতুনদের কাছে নিদর্শন হবে. এটা আমার আন্তরিক কামনা। ভালো থেকো।",0
"দিনে দিনে তোর গলা আর গায়কীর ভক্ত হয়ে উঠেছি রে মা! কি অসামান্য যে গাইলি! যদি সাহস করে মনের কথা বলি, মূল গানটির চেয়ে কোনো অংশে কম লাগলো না (শ্রদ্ধেয় হেমন্ত কুমার শুনতে পেলে স্বয়ংও বোধহয় তাই বলতেন)।",0
"যেমন তোমার মিষ্টি কন্ঠ, তোমার মন এবং সৌন্দর্য ঠিক একই রকম। খুব পছন্দের শিল্পী তুমি। তোমার গান আমার কাছে অনেক বড় উপহার। আগামী দিনে তুমি বাংলার এবং ভারতের খুব বড় জনপ্রিয় শিল্পী হবে আমি সে ব্যাপারে দৃঢ় বিশ্বাসী এবং নিশ্চিত। অশেষ শুভ কামনা রইলো তোমার জন্য। ভালো থেকো।",0
"দিদিভাই, অসাধারণ গায়কী ও কন্ঠ। শুধু এটুকু বলব তোমার তুলনা তুমি নিজে। আরও কালজয়ী গান শোনার অপেক্ষায় রইলাম। ভালো থেকো।",0
তোমার গান গুলো একবার করে শুনে পোষায় না। তাই বারবার শুনি।সেই তালিকায় আবার একটা সুন্দর গান পেলাম। তোমার কন্ঠে জাদু আছে। খুবই হৃদয়স্পর্শী কন্ঠস্বর। এভাবেই মুগ্ধ করো,0
"পুরোনো গান গুলো স্মৃতির ভান্ডারে আজীবন গেঁথে থাকুক। আপনার কন্ঠে প্রত্যেকটা গান অসাধারন লাগে দিদি, আপনার জন্য অনেক অনেক শুভ কামনা রইলো।",0
"মাশাআল্লাহ, সবাই কে অনেক সুন্দর লাগছে।",0
অসাধারণ ছবি,0
"সবাই খুব সুন্দর, তার মাঝে কুদ্দসি কে আমার ভিশন ভাল লাহে",0
মাশাল্লাহ মাশাল্লাহ সবাই সুন্দরী আল্লাহর দান,0
অসাধারণ একটি ছবি মাশাআল্লাহ,0
কেউ না। এটা একদম সত্যি কথা,0
মাশাআল্লাহ সবাই অনেক সুন্দর।,0
খুব সুন্দর হয়েছে মাশাআল্লাহ,0
মাশাআল্লাহ খুব সুন্দর লাগছে আপু তোমাদের চার জনকে,0
মাশাআল্লাহ দেখতে সবাইকেই সুন্দর কিন্তু একটু ডিফারেন্স আছে পিংক কালারটা আমার কাছে বেশি সুন্দর লাগছে ,0
মাশাআল্লাহ অনেক সুন্দর তোমার সবাই,0
মাশাআল্লাহ সবাইকে আল্লাহ খুব সুন্দর করে সৃষ্টি করেছেন কেউ থেকে কেউ কম নয়।,0
মাশাল্লাহ সবাইকে অনেক অনেক সুন্দর লাগছে ,0
মধ্যের দিকের টা বেশি সুন্দর.,0
কুদ্দুসি বেশি সুন্দর।,0
ছোট টা মাশাআল্লাহ ,0
মাশাআল্লাহ আল্লাহ পাক এর সৃষ্টি সব কিছুই সুন্দর,0
"কেউই না, তার কারণ তোমরা তোহ সুন্দরী ",0
তোমাদের সবাইকে ভালো লাগে ,0
মাস আল্লাহ খুবই সুন্দর লাগে আপনাদের,0
মাশাআল্লাহ তোমরা চার জনই অনেক সুন্দর,0
"আমার কুট্টি বউ হানিরে, একছের দারুন লাগতেয়াছে",0
সবগুলোকেই সুন্দরী লাগছে তবে আমার একটা আবদার আছে ছোট্ট সুন্দরীটাকে যদি আমার সাথে বিবাহ দিতেন ,0
মাশা আল্লাহ ছোট বোন টারে অনেক সুন্দর লাগতেছে,0
যাকে আমি ভালোবাসি,0
মাশাল্লাহ চারজনকে খুব সুন্দর লাগছে ভালোবাসা রইলো ,0
এখানে সুন্দর  কেও নেই। কিন্তু সুন্দরি আছে,0
মিষ্টি কালার ড্রেস টা অনেক হটআর মাজের টা সুন্দর ,0
মাশাল্লাহ চার চারটে পড়ি,0
ছুটু ময়নাকে সব থেকে সুন্দর লাগে এমনিতে সবাই অনেক সুন্দর মাশাআল্লাহ,0
মাশাআল্লাহ আপনারা সবাই এ সুন্দর।,0
সবাই সুন্দর আল্লাহ তালা সব মানুষ কে সুন্দর করে বানিয়ে ছেন,0
ছোট-ডা একটু বেশি সুন্দর ,0
মাঝে টা বেশি সুন্দর ,0
সুন্দর তো আমি রে পাগলা। ছবিতে যারা আছে তারা তো সুন্দরী ,0
ছোট টারে ভালো লাগে আর অভিনয় ও সেরা,0
মাশাআল্লাহ সবাই সুন্দর তবে ছোটো জন বেশি কিউট,0
আমার চোখে সবাই তবে একেবারে ছোট জন বেশি ভালো লাগে,0
যে ছবিটা তুলছে সে অনেক সুন্দর,0
বুকে তিল আছে ওই আমার ,0
আল্লাহর সৃষ্টি কোনদিন ও অসুন্দর হয় না সবাই  কে সুন্দর লাগছে,0
"সুন্দরী মা মনিরা, সবসময় একসাথে থেকো ভালো থেকো",0
লাল ড্রেস পরা মেয়েটি অনেক সুন্দর,0
সবাই সুন্দর মাঝেরটা একটু বেশি  সুন্দর,0
সবাই নিজের জন্য নিজ সুন্দর অসাধারণ শুভ কামনা রইলো সবার জন্য শুভ হোক ,0
সবাইই ফুট ফুটে সুন্দর ,0
মাঝখানের জন মাশাআল্লাহ,0
মাশাআল্লাহ মাকে বিশি সুন্দর লাগছে,0
স্রষ্টার সৃষ্টি কতটা সুন্দর তা আপনাদের সৌন্দর্যে ফুটে উঠছে,0
হিজাব পড়া অবস্থায় তুমার বুকের তিল টা অনেক সুন্দর লাগতাছে মিডিলম্যান,0
সবাই সুন্দর মাশাআল্লাহ। গোলাপি জামা পড়া আপু টা একটু বেশি সুন্দর ,0
আল্লাহ দেওয়া সব কিছুই সুন্দর ,0
যার বিতর সুন্দর চেহারা ত মাশাআল্লাহ সবার সুন্দর,0
"সব থেকে ছোট টা, সব থেকে বেশি সুন্দর আমার কাছে লাগের।",0
হাতে আংটি পড়া টা মাশাহ আল্লাহ ,0
"পিচ্চি টা খুব ডং যানে, তাই সে বেশি সুন্দর",0
সফলতার দিক থেকে মোটামুটি যদি তাকাই আপনাদের কে আগে পাই ধন্যবাদ,0
সব কয়টারেই লাগবে আমার.,0
আমরা তিন বন্ধু আরেক ছোট ভাই আছে এখন বাকিটা আপনাদের উপর,0
ছোটটাকে সব থেকে বেষি সুন্দর লাগছে একে বারে পরির মতন মাসআল্লাহ,0
খয়েরি বোরখা ওয়ালা বেশি সুন্দর।,0
"মাশাআল্লাহ আপনাদের সবাইকে অনেক সুন্দর লাগছে, আপনাদের সবার প্রতি ভালোবাসা অবিরাম ",0
মাশাল্লাহ্ আপুদেরকে অনেক অনেক সুন্দর লাগতেছে,0
কুদ্দুসী কে অনেক কিউট লাগতেছে,0
ক্যামেরুন কে বেশি সুন্দর লাগতেছে,0
মধ্যের আপুকে আমি ভালো বেসে ফেলেছি অনেক মায়াবী সুন্দরীর,0
এক নাম্বার টা অনেক সুন্দরী,0
কালো হিজাব পড়া মেয়ে টাকে আমার ভালো লাগে ,0
সবাই সুন্দর আর আপনাদের ভিডিও গুলে সত্যি ভালো লাগে ,0
"তোমরা চার জনই কিউটের ডিব্বা,",0
ছোটটায় এক ভাই বেশি সুন্দর কলিজার একটা পরী,0
আমাকেই বেশি সুন্দর লাগতাছে,0
"মাশাআল্লাহ সবাই, তবে ছোট আপু সবচেয়ে বেশি সুন্দর।",0
মাশাল্লাহ সবাই সুন্দর আমি ক্রাশ খাইছি নেভি ব্লু লেহেঙ্গা পড়েছে তার ওপর।,0
"সবাই কে দেখতে অনেক সুন্দর লাগছে, মাশাআল্লাহ",0
হেনা সবথেকে বেশি সুন্দর ,0
"আমার থেকে সব চেয়ে ছোট্ট টা কে বেশি সুন্দর লাগে, আমার ক্রাশ ",0
ছোট মেয়েটাকে আমার ভালো লেগেছে অনেক সুন্দর ছোট মেয়েটা ‌,0
মাঝেরটার দুদের সাইজ ভালো,0
সবাই কে সুন্দর লাগছে,0
মোর কাছে পিচ্চি টা জম্মের সুন্দর লাগে ,0
"পিচ্চিটার চাওনি অনেক সুন্দর,",0
এই মাঝের টা আমার তোরা কেও আমার নজরের ওপর নজর দিবিনা কিন্তু,0
পিচ্চিটা সেই সুন্দর,0
"সবাই সুন্দর, কিন্তু কুদ্দুসি একটু বেশি সুন্দর ",0
সবাইকে দারুন লাগছে,0
সবাই মাশাআল্লাহ তবে সব চেয়ে ছোট বেশি কেউট,0
মাশাল্লাহ সবাইকে সুন্দর লাগতেছে এগিয়ে যাও ভালো ভিডিও করো আশা করি,0
খুব ভালো ঘুম দিয়ে উঠলাম আলহামদুলিল্লাহ।,0
কই কেজি মেকআপ,0
"কদু কে আবার সুন্দর লাগে নাকি। বুড়ী৷ বিশ্বাস, ফিল্টার মার্কা সুন্দরী।",0
"অপু সবসময় আমার পছন্দের একজন নায়িকা,",0
মহারানী,0
বুড়ি বিশ্বাস,0
"এই বুড়ি কে আবার কে প্রেগন্যান্ট করলো, সাহ আলম নাকি জাহিদ ",0
বসুন্ধরার মালিকের রাতের রাণী অপু বিশ্বাস,0
শেখ সাদি ভালো খেলার মাঠ পেয়েছে,0
হতে পারে শেখ শাদিকে পরি মনি ছেলের মতো দেখে ,0
তার ৬ নম্বর বিয়ের অপেক্ষায় আছি ,0
শেষের টা জোস ছিলো ,0
আসমানী ভাবি জোস,0
আসমানি ভাবি আর মগা তো বাহ অনেক সুন্দর বাহ বাহ বাহ পোস্ট দাতাকে নোবেল দেও কেও,0
আসমানী ভাবিই পারফেক্ট হইছে,0
"সব মিলে, হাস্যকর চরিত্রে হয়ে গেছে তাড়া ",0
আসমানি ভাবি আর মগা পারফেক্ট ,0
"মগা, আসমানী ভাবি ",0
না হেসে পারলাম না। শেষের টা জোস ছিলো ,0
নিলয় ভাই তোমাকে অনেক মিস করি ভাই ,0
অনেক মিস করছি বন্ধু তোকে,0
চলছে গাড়ি যাত্রাবাড়ী ,0
ভাইরে ভাই ওরে কেউ থামা,0
ভাইরে ভাই বাংলাদেশে জন্ম না,0
নিলে এত বিনোদন পাইতাম না ,0
কোনটার উপরে বেশি হাঁসবো বুঝতে পারছি না,0
গানের উপরে নাকি খেলার উপরে।,0
একটুর জন্য এমেরিকা জাইনায় ,0
আমি প্রথম ভাবছি ভাল্লুক,0
পরে ভালো করে দেখি এরা মানুষ ,0
দর্শকরা মাঠে প্রবেশ করুন আর খেলোয়াড়রা মাঠের বাহিরে যান!,0
নোবেল টা এখনি নেবেন না বড়ি দিয়ে আসবো ,0
এইটা আবার কেমন খেলা ,0
হাসতে হাসতে জান যায় ,0
সত্যি আমি ভেড়া ভাবছি ,0
আরেকজন মাঠের বাহিরে চলে গেছে!,0
এতো অভিজ্ঞ সম্পন্ন মানুষ কোন গ্রহে বাস করে,0
"এটাই হওয়া উচিত, কিছু পেতে হলে তো কিছু দিতে হবে।",0
আমার প্রিয় অভিনেত্রী অভিনয় টা দারুণ পারে,0
বাংলাদেশের পক্ষ থেকে অবিরাম ভালোবাসা সকলের জন্য শুভকামনা রইল ,0
অসাধারণ সুন্দর লাগছে দেখতে দিদি ভাই,0
চমৎকার আপু বাংলাদেশের মেয়ে আমি,0
দেখতে তো পুরাই চকলেটের মত লাগতেছে,0
অফুরন্ত ভালোবাসা সব সময় সকালের পাশে আছি ইনশাআল্লাহ,0
আমি নাটক দেখে এত মজা পাই নাই অসাধারণ প্রতিভা খুব হাসি পাইলাম,0
আহারে কি একটা অবস্থা ,0
সেই তো কথা তো ভালোই বলতে পারে ভালো লাগলো অনেক,0
এটা আলাদা প্রতিভা,0
সামিরা আপুর ইংলিশ বলার স্টাইল ও খুব সুন্দর,0
দারুন তো ,0
অস্থির আপু,0
আপু আপনি তো ছেলেদের কন্ঠে ভালোই কথা বলতে পারেন,0
চরম বিনোদন ,0
সুন্দর হইছে অভিনয় টা,0
ওটা বিশাল একটা ব্যাপার অনেক সুন্দর হয়েছে,0
খুবই চমৎকার হইছে আপু ,0
বেডিটারে শান্তি দিলেন না ,0
আমার এই প্রতিভা আছে,0
ভাই এটা কি ছিলো পুরাই আগুন পুরাই বেডা ,0
এটা একটু বেশিই সুন্দর ছিলো আপু ,0
এই মাইয়্যার তো অনেক টেলেন্ট রে ভাই ,0
ওমা কি ভয়েস দারুন হইছে আপু,0
এই ভিডিওটা অনেক মজা ছিল আপু,0
আমিও আপনার মত এভাবে কথা বলতে পারি ,0
সত্যিই হাসতে হাসতে আমার পেট ব্যথা হয়ে গেছে অসাধারণ ট্যালেন্ট আপু আপনার,0
সত্যি মজা পেয়েছি আসলে কি এটা আপনার গলা এখনো কনফিউস,0
একজনের হাসি হাঁসের মতও,0
কেউ বুঝবে না একটা মেয়ে ছেলের কন্ঠে কথা বলতেছে ,0
আরে বহুত মজা আয়া মেরা ভাই ,0
এটা কি ছিলো মাহি আপু,0
আপু তুমি জিনিস একটা ,0
"ওরে বাবা, অসাধারণ প্রতিভা ",0
হাহাহাহাহা অসাধারণ ছিলো আপু ,0
খুব সুন্দর হয়েছে আপু কথাটা লাগে যেন ছেলে কথা বলতেছে,0
দিন দিন আপনি আমার খুব পছন্দের অভিনেত্রী হয়ে যাচ্ছো।,0
উনার কথা শুনতে তো ভালই লাগতেছিল শেষ পর্যন্ত দেখাইতেন।,0
ডিপার্টমেন্ট এর সামনে আনতে চাই!,0
পুরো ভিডিওটা দেয়া উচিৎ ছিলো।  উনার কথাগুলো তো বাস্তব।,0
অনেক লোভনীয় হয়েছে রান্না টা।,0
অনেক লোভনীয় রান্না ধন্যবাদ উপকরণ দিয়ে দেয়ার জন্য শুভকামনা রইল,0
অসাধারণ মজার খাবার খেতে অনেক মজা।,0
খুবই মজার রান্না আমিও এভাবে রান্না করি,0
অসাধারণ রেসিপি,0
ডিমের কোরমা খুব লোভনীয়,0
খুব সুন্দর রেসিপি। ভালো লাগলো,0
চমৎকার একটা সময়,0
তানিশাকে বয়স্ক বয়স্ক লাগে,0
হা হা চলম লাগলো মজা পেলাম,0
ভাই তানিয়ার পেট কি হয়ছে ,0
তানিশার মেয়ে হবে ,0
তানুর মেকআপ ওভাবে কেন? জান্নাত কে কিউট লাগে,0
ইচ্ছা করে পড়লে ,0
সবাই নিশ্চয়ই তানিশার পেট দেখছেন ,0
তানিশারে এমন লাগে কেন,0
মাশাআল্লাহ সত্যি অসাধারণ লাগছে,0
অসাধারণ ভিডিও দিয়েছেন আপু নিরন্তন দোয়া শুভকামনা রইল আপনার জন্য,0
অসাধারণ সুন্দর একটা কাপড় ভালো লাগছে আপু,0
আপনার ভিডিও গুলো অত্যন্ত হেল্পফুল,0
সব সময় আপনার পাশে আছি,0
"অসাধারণ, টপস টা যেমন সুন্দর, ঠিক দিসা কেও অনেক সুন্দর লাগছে",0
টপস টা সত্যি ই সুন্দর ,0
কিউট বাবুর সাথে সুপারস্টার সেখ সাদি ভাইকে সুন্দর লাগছে,0
"মাশাআল্লাহ, কিউট বাবুনি টা",0
বাবুটাকে অনেক ভালো লাগে,0
মাশাল্লাহ শুভ রাত,0
ফলো দিলে ফলো ব্যাক পাবেন যদি ব্যাক না করি ফলো তুলে নিবেন,0
খুব সুন্দর উপহার দিয়েছেন স্মৃতি আপুকে,0
অনেক অনেক সুন্দর হয়েছে আপু গিফট টা ,0
এরকম বান্ধবী পাওয়া অনেক ভাগ্য বিষয়,0
ঠিক কথা বলেছেন,0
"বুবলি শাকিব সুন্দর জুটি, তুই না",0
বড় মনের পরিচয় দিয়েছেন,0
অপুর চিন্তা ভাবনা সুন্দর,0
কদু মাসি সেটা তুমি নিজেই,0
অনেক সুন্দর রোমান্টিক ভিডিও আপা,0
"সিন্টিকেট নয় মাসী সিন্ডিকেট,",0
শাকিবের সাথে তোমাকে কখনোই মানায় নাই শাবনূর পর্নিমা এদের সাথে বেশি মানাতো,0
আহারে কদু মাসি তোমার থেকে বড় সিন্ডিকেট আর আছে মিডিয়াতে,0
বাবুটার জন্য সবাই দোয়া করবেন,0
অনেক কিউট একটা বাবু ,0
মাশাল্লাহ মাশাল্লাহ অনেক অনেক দোয়া রইল রাজ্যর জন্য,0
রাজ‍্য বড় হয়ে গেছে মাশাআল্লাহ,0
মাশাআল্লাহ খুব সুন্দর কিউট ছেলে পরীমনি আপুর,0
মেয়েটার সাথে পরির চেহারার অনেক মিল। মনে হচ্ছে নিজের পেটের সন্তান,0
মাশাল্লাহ বাচ্চাটাকে অনেক উলুগুলু লাগতেছে,0
ফুটফুটে সুন্দর ,0
মাশাআল্লহ পরীর অনেক সুন্দর পরিবার,0
ভাই-বোনের সুন্দর মূহুর্ত ,0
অনেক ভালোবাসা রইলো তোমাদের জন্য ,0
এটা তো রাজ ভাইয়ের কন্ঠটা অনেক ভালো লাগলো,0
ভাই বোনের ভালোবাসা অসম্ভব সুন্দর মাশাল্লাহ,0
গুলু গুলু  ২ টা  মাশাআল্লাহ,0
"ওয়াও অসাধারণ সুন্দর, সব সময় দোয়া করি বেবিদের জন্য",0
আসলেই অদ্ভুত সুন্দর,0
অসাধারণ প্রতিভা ভাইয়ার জন্য শুভকামনা রইল ,0
চমৎকার কি সুন্দর করে সাবলীল ভাবে কথাগুলো বললেন ,0
আল্লাহ তালার কি প্রতিভাবান বান্দা।,0
ভীষণ ভালো লাগলো দোয়া রইলো ভাইজান ,0
মানতে হবে সে অনেক ট্যালেন্টেড ,0
অনেক ভালো লাগলো পোস্টটা আমার পক্ষ থেকে রইল অনেক অনেক শুভকামনা,0
মানুষ মানুষের জন্য তাই আসুন সবাই একসাথে মিলেমিশে কাজ করি এবং এগিয়ে যাই,0
এত সুন্দর হইছে ভাইয়াকে দেখলেই বোঝা যায় কত ভালো একটা মানুষ,0
বউ আর বোন থেকে মাকে বেশি সুন্দর লাগছে ,0
হিন্দি সিরিয়াল এর মতো কে মা কে বউ কে বোন কিছুই বোঝা যায় না ,0
এগিলি কিরে ভাই ভাত্তি ভাত্তি,0
মাশাআল্লাহ তিন জনকে এক রকম ই লাগছে,0
